INT,REGION,STATE,COUNTY,CD,SAMPCELL,SAMPYTH,SAMPGEN,ACTAGE,AGECAT,UPELECT,DIRECT,PGDBAL,GENERIC,DTID,JBID,PBID,JCID,KHID,BSID,EWID,CBID,NPID,MMID,GOPCID,DEMCID,DJTJA,DJTIS1,DJTIS2,DJTIS3,DJTIS4,DJTIS5,DJTIS6,DT3W,ELVIEW,FORAGN,Q26,Q27,Q28,IHPC1,IHPC2,IHPC3,IHPC4,IHPC5,IHPC6,IHPC7,IHPC8,IHPC9,IHPC10,IHPC11,IHPC12,IHCC1,IHCC2,IHCC3,IHCC4,IHCC5,IHCC6,IHCC7,IHCC8,IHCC9,IHCC10,IHCC11,IHCC12,ECONW,CIVIL1,CIVIL2,CIVIL3,CIVIL4,CIVIL5,CIVIL6,CRES1,CRES2,CRES3,CRES4,CRES5,CRES6,CRES7,CRES8,CRES9,DIVSCL,EDUC,IDEOL,PARTYID,PARTY,PVOTE16,UNION,MARITAL,CHILD,DENOMFRQ,BORN,RACE,HISP,ECONCLA2,SOURCE,SEXEMP,USR,LIST,INTGEN,LENGTHWW,ZIP,PROJECT,CURRPROJ,STATECD,STATENAME,CDPAR,COMPCD,RRINTEREA,RRINTEREB,RRINTEREC,RRINTERED,RRINTEREE,RRINTEREF,RRINTEREG,RRINTEREH,RRINTEREI,RRINTEREJ,RRINTEREK,AGE,RAGE,RAGEFL,NRCCAGE1,NRCCAGE2,NRCCAGE3,NRCCAGE4,NRCCAGE5,NRCCAGE6,RDIRECT,RPGDBAL,RGENERIC,RDTID,RJBID,RPBID,RJCID,RKHID,RBSID,REWID,RCBID,RNPID,RMMID,RGOPCID,RDEMCID,RDJTJA,RDJTIS1,RDJTIS2,RDJTIS3,RDJTIS4,RDJTIS5,RDJTIS6,R26,R28,RCIVIL1,RCIVIL2,RCIVIL3,RCIVIL4,RCIVIL5,RCIVIL6,REDUC,RIDEOL,RRIDEOL,RPARTYID,RPARTY,RUNION,RMARITAL,RCHILD,RRACE,RHISP,RSOURCE,RSEXEMP,SEX,GENDER,DATE,R96,R96FL,RR96,RR96FL,RPTYID89,RPTYID90,RPTY90FL,RPTYID98,RPTYD981,R89,R90,R90FL,R98,R981,R99,PARTISAN,STATUS,ONE,turn1,turn2,turn3,turn4,turn5,turnp1,turnp2,turnp3,turnp4,turnp5,turns1,turns2,turns3,turns4,turns5,turnc1,turnc2,turnc3,turnc4,turnc5,turng1,turng2,turng3,turng4,turng5,TOGGLE,TIMESRUN,W1,TIMESRUN2,W2,RUSR,RG1,RG2,PREZ16,SEN20,USRACE,EMPSTAT,AGERACE,GENRACE,WHSENIOR,PARIDEOL,EDRAC,SEXED2,SEXEDWH,MARAC,GENMAR2,MOMDAD,BUNDY,SEXBORN,RACEVANG,IDEOVAN,CLARAC,JACNT,RDENOMFR,goal1,goal2,goal3,turn,goal4,NUMCASES,ACTUAL,pturn,diff
860,6,4,19,2,Y,Y,M,60, ,1,5,7,3,4,2,6,6,6,2,2,6,2,3,4,3,5,2,5,5,2,5,5,1,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,2,1,1,3,1,4,1,1,3,3,1,100,6,2,5,5,2,3,5,2,7,2,3,101,3,3,9,2,2,2,18.5,85710,16440,16440,402,Arizona,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,2,2,1,4,4,4,1,1,4,1,2,2,2,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,4,1,2,3,3,2,3,2,3,3,3,4,2,2,20191010,4,4,4,4,4,4,4,3,6,6,6,6,3,6,3,4,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.057962478,0,1,2,6,5,2,1,5,3,6,6,2,2,2,3,3,4,7,3,7,4, , ,5,3,4,31,42,9,24.4,53,1011,52.99751428,34.46995053,0
171,6,4,21,4,Y,Y,F,37, ,1,1,1,1,2,3,3,3,4,4,4,4,4,4,2,4,1,1,1,1,1,1,2,2,2,1,1,2,5,1,1,1,1,1,1,4,1,1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,3,5,2,1,2,4,1,2,2,2,2,4,1,2,2,2,28,7,2,3,2,1,3,2,1,3,2,1,2,2,6,1,2,1,2,27,85140,16440,16440,404,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,4,1,2,1,1,2,2,1,1,2,5,1,1,1,20191006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,2,6,5,2,1,5,2,2,1,2,5,1,1,3,1,3,1,1,2, , ,1,1,2,28,38,75,23.73,47,1011,47.00248572,48.8969308,0
181,6,4,15,4,Y,Y,F,52, ,2,3,4,3,2,4,6,6,6,4,5,6,4,6,2,2,1,1,1,2,2,1,2,2,2,3,3,7,7,6,6,6,6,6,6,6,6,6,6,6,6,1,4,4,2,1,1,3,1,2,1,3,2,3,5,5,1,5,1,1,2,1,2,2,2,1,5,2,4,70,7,3,3,4,1,2,2,2,7,2,1,2,2,11,6,1,1,2,18.45,86403,16440,16440,404,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,2,2,2,1,2,4,4,4,2,3,4,2,4,1,1,1,1,1,1,1,1,1,2,4,3,3,1,3,1,1,4,2,3,1,2,1,2,2,1,2,6,3,3,2,20191006,6,5,4,3,2,2,1,1,1,4,4,3,2,2,3,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,1,6,5,2,1,6,2,2,2,2,3,1,3,3,1,4,3,2,4, , ,1,1,4,31,38,75,19.26,53,1011,52.99751428,91.7270034,0
576,6,4,15,4,N,N,M,60, ,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,4,1,2,2,1,1,1,2,3,2,1,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,60,3,1,1,1,3,3,2,2,6,1,1,2,2,6,1,1,2,1,19.83333333,86403,16440,16440,404,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,5,1,1,1,20191008,2,2,2,2,1,2,2,1,1,1,2,2,1,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.924461875,0,1,1,6,5,2,1,6,2,2,1,1,5,3,2,1,1,3,3,2,1,1,1,1,1,3,31,38,75,21.56,47,1011,47.00248572,77.6987967,0
610,6,4,27,4,Y,Y,F,47, ,2,1,1,1,1,4,6,4,4,4,5,4,4,5,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,100,3,2,1,7,5,3,1,2,3,2,4,1,4,6,1,4,1,2,22.18333333,85365,16440,16440,404,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,4,2,2,2,3,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,1,2,3,1,5,1,1,1,20191009,2,1,2,1,1,2,1,1,6,5,6,5,3,6,2,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.996388619,0,1,3,6,5,2,1, ,2,6,5,2,2,4,2,2,4,7,3,6,2, , ,5,1,2,31,38,9,19.75,47,1011,47.00248572,89.44094254,0
646,6,4,25,4,N,N,F,29, ,1,1,2,5,2,2,3,4,4,2,2,4,3,2,3,4,1,1,2,4,1,1,4,3,2,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,4,2,2,4,1,1,1,2,4,1,2,4,40,3,4,6,5,1,1,1,2,7,2,3,101,3,2,1,4,2,2,16.01666667,86305,16440,16440,404,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1.1,1.2,1.3, , ,1,1,3,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,3,1,1,3,1,3,1,1,1,3,1,1,2,3,3,3,3,1,1,2,3,3,2,1,1,1,20191009,1,1,1,1,3,3,3,4,6,5,5,5,4,6,1,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,2.070433675,0,1,3,6,5,2,1, ,2,5,5,2,1,4,2,2,4,7,3,6,2, , ,5,3,4,20,42,9,17.83,47,1011,47.00248572,97.0879215,0
653,6,4,25,4,N,N,F,54, ,2,5,1,1,1,4,3,6,6,4,4,6,4,5,2,4,1,1,1,2,1,1,2,3,2,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,1,1,1,3,1,1,1,2,2,2,1,1,100,5,2,1,3,1,3,2,2,5,2,6,2,3,6,8,1,2,2,18.41666667,86305,16440,16440,404,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,3,1,1,1,2,2,4,4,2,2,4,2,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,1,1,2,2,2,4,2,5,4,2,2,20191009,4,3,4,3,2,2,1,1,1,2,2,1,1,1,3,2,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.255952471,0,1,1,6,5,2,1,6,1,8,7,2,5,4,4,2,2,7,3,2,4, , ,5,1,3,31,38,4,27.84,53,1011,52.99751428,14.65297408,0
834,6,4,27,4,Y,Y,M,44, ,1,1,1,1,1,4,4,5,4,4,4,4,4,2,2,4,1,1,1,1,1,1,3,3,2,3,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,4,60,5,1,2,2,1,3,2,1,1,1,1,2,2,5,1,1,1,1,20.33333333,85367,16440,16440,404,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,2,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,2,4,1,1,1,20191010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,1,6,5,2,1,6,2,2,1,2,5,3,2,1,1,3,1,1,1,1,1,1,2,1,28,38,75,28.36,47,1011,47.00248572,11.50936525,0
869,6,4,13,4,Y,Y,F,33, ,1,5,7,4,4,2,6,6,6,3,3,6,4,6,2,2,5,2,5,2,4,5,4,1,2,1,1,3,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,4,1,2,2,2,2,2,2,2,2,1,65,5,4,4,1,1,3,2,1,4,2,1,2,2,6,8,2,1,1,27.31666667,85396,16440,16440,404,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.1,1.2,1.3, , ,3,3,3,2,1,4,4,4,2,2,4,2,4,1,1,3,1,3,1,3,3,3,1,1,1,1,1,1,3,1,3,3,3,2,1,2,2,1,1,2,5,4,2,2,20191010,3,3,3,3,6,5,5,2,2,2,1,1,1,1,2,3,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,5.132348316,0,1,2,6,5,2,1,5,1,1,2,2,4,3,4,1,1,4,2,1,4, , ,1,3,2,20,20,75,28.31,53,1011,52.99751428,13.05346844,0
983,6,4,25,4,N,N,F,72, ,1,2,1,1,1,4,4,4,4,4,4,4,4,2,2,4,1,1,1,1,1,1,1,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,95,5,1,1,1,1,3,5,2,5,1,1,2,3,1,9,1,2,2,16.6,86334,16440,16440,404,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,2.2, , ,1.4, ,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,3,2,1,2,1,4,2,2,20191010,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,1,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,1,6,5,2,1,6,3,2,2,1,5,3,4,1,3,6,3,7,3,1,1,5,1,3,21,38,75,29.88,53,1011,52.99751428,1.537461075,0
190,6,4,13,6,Y,Y,F,31, ,1,5,6,5,4,3,6,3,1,2,2,2,2,2,3,2,5,4,5,4,5,5,5,1,2,1,1,3,4,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,3,3,3,2,2,3,3,1,85,5,4,6,6,3,3,1,1,7,2,1,2,3,6,6,4,1,1,20.75,85027,16440,16440,406,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.1,1.2,1.3, , ,3,3,3,2,2,4,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,1,3,1,1,1,1,1,1,3,3,3,3,3,2,1,1,1,2,5,3,3,2,20191006,5,5,3,3,4,3,3,4,4,6,5,5,4,4,2,5,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,2.077858925,0,1,3,6,5,2,1,2,2,1,2,2,1,3,4,1,3,2,2,5,4, , ,5,5,4,20,42,75,26.31,53,1011,52.99751428,19.09998253,0
986,6,4,13,6,N,N,M,54, ,1,3,1,1,1,4,4,4,4,4,4,4,4,2,1,4,1,1,1,1,1,1,4,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,3,5,4,1,1,1,1,2,1,1,1,1,1,1,1,3,99,6,2,3,6,1,3,2,2,1,2,1,2,2,6,6,2,2,2,19.26666667,85259,16440,16440,406,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,3,1,2,3,3,1,1,1,1,4,1,2,1,3,2,2,2,1,2,5,3,3,2,20191010,6,5,4,3,2,2,1,1,1,6,6,5,3,3,3,3,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,2,6,5,2,1,5,2,2,2,2,2,1,3,3,1,4,3,2,4, , ,1,2,1,31,38,75,24.18,53,1011,52.99751428,39.86419945,0
339,6,4,13,7,N,Y,F,43, ,1,5,7,5,4,2,2,6,1,2,1,1,1,4,4,1,5,2,5,5,1,5,5,1,2,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,1,2,2,2,2,2,2,3,1,1,1,5,1,1,1,4,1,4,1,1,4,2,1,60,6,5,7,6,2,3,2,1,6,2,2,2,2,6,6,2,2,1,14.5,85339,16440,16440,407,Arizona,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,1,4,1,1,1,1,1,2,2,1,3,1,3,3,1,3,3,1,1,1,1,1,3,1,1,4,3,3,3,3,2,2,1,2,2,5,3,3,2,20191007,5,5,3,3,4,3,3,4,5,6,5,5,4,5,3,5,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.334972533,0,1,2,6,5,2,1,5,2,4,4,2,1,2,3,3,2,7,2,1,4, , ,2,3,3,28,42,12,23.77,53,1011,52.99751428,45.54427007,0
524,6,4,13,7,Y,Y,M,36, ,1,5,7,5,4,4,3,3,4,1,3,3,2,4,4,1,5,4,5,5,4,5,5,1,2,1,3,7,7,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,4,1,1,3,3,4,1,1,4,4,1,75,7,2,5,3,5,3,2,1,2,1,1,2,2,6,6,2,1,1,18.73333333,85013,16440,16440,407,Arizona,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,2,2,2,2,1,2,2,1,2,2,1,3,3,3,3,3,3,3,2,4,1,1,1,1,3,1,4,1,2,3,1,2,2,1,1,2,5,3,3,2,20191008,5,5,3,3,4,3,3,3,3,2,1,1,1,1,3,4,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.113839484,0,1,2,6,5,2,1,5,2,2,2,2,5,1,3,3,1,4,2,1,3,1,1,1,5,1,28,42,75,24.35,53,1011,52.99751428,37.59229988,0
185,6,4,13,8,Y,Y,F,26, ,2,2,6,1,2,3,1,6,2,3,2,2,3,2,2,3,2,2,2,2,2,4,1,2,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,3,1,1,2,1,2,3,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,73,5,2,2,2,1,3,1,2,1,1,1,2,2,6,6,4,1,1,16.78333333,85302,16440,16440,408,Arizona,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1.1,1.2,1.3, , ,1,3,1,1,2,1,4,1,2,1,1,2,1,1,2,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,3,1,2,1,1,2,1,2,1,2,5,3,3,2,20191006,5,5,3,3,2,1,1,1,1,2,1,1,1,1,2,1,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,2.116747422,0,1,3,6,5,2,1,2,2,1,2,2,5,3,4,1,3,2,3,6,3,1,1,1,2,1,20,38,75,24.81,53,1011,52.99751428,27.13953476,0
186,6,4,13,9,N,N,F,61, ,1,5,6,5,4,2,2,2,2,1,1,2,2,3,5,5,5,4,5,5,4,5,5,1,2,5,1,1,3,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,4,2,2,2,2,4,3,3,2,1,1,1,1,4,1,2,2,1,2,1,1,4,2,1,70,7,4,7,6,2,3,4,2,6,2,1,2,2,9,7,4,2,2,16.91666667,85045,16440,16440,409,Arizona,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,3,2,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,3,1,4,3,3,3,3,2,3,2,1,2,6,3,3,2,20191006,6,6,4,4,4,4,4,4,4,6,6,6,4,4,3,5,5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.981590874,0,1,3,6,5,2,1,2,2,2,2,1,1,1,3,3,3,6,3,4,4, , ,1,5,3,31,42,75,22.98,53,1011,52.99751428,60.4627856,0
347,6,4,13,9,N,Y,F,999,7,2,5,7,5,4,1,1,2,1,1,1,1,1,4,4,1,5,5,5,5,5,5,5,1,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,4,2,1,4,3,4,2,2,4,4,1,90,5,3,7,6,2,1,2,2,2,2,6,1,2,3,9,3,2,2,22.01666667,85016,16440,16440,409,Arizona,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,3,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,3,1,3,1,3,2,3,3,3,1,2,2,3,1,3,4,2,2,20191007,4,4,4,4,4,4,4,4,6,6,6,6,4,6,3,5,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.057962478,0,1,2,6,5,2,1,5,3,6,6,2,2,4,4,2,2,7,3,2,4, , ,3,5,1,31,42,9,28.06,53,1011,52.99751428,14.13993312,0
561,6,4,13,9,N,Y,M,70, ,1,5,7,5,4,2,5,2,1,2,1,2,1,4,4,5,5,5,4,5,5,5,5,1,4,5,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,1,1,1,2,2,1,4,1,1,2,2,2,90,7,2,5,5,3,3,2,2,6,2,1,2,1,10,4,2,2,2,19.95,85281,16440,16440,409,Arizona,2,2,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,2.2, , ,1.4, ,3,3,3,2,1,3,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,1,2,3,3,2,2,2,1,2,7,2,1,1,20191008,2,2,2,2,3,4,4,3,3,5,6,6,3,3,3,4,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.543337226,0,1,2,6,5,2,1,5,3,2,1,1,2,1,1,3,1,3,3,2,2, , ,5,5,3,21,42,75,25.28,47,1011,47.00248572,23.21575352,0
407,3,5,5,1,Y,Y,M,40, ,2,5,1,1,2,4,6,4,4,3,4,3,4,3,3,4,1,1,2,1,1,1,1,3,2,5,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,1,2,4,1,2,1,4,2,1,1,4,65,6,2,3,2,1,3,2,1,1,1,1,2,3,5,1,1,1,1,20.28333333,72653,16440,16440,501,Arkansas,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,3,1,1,1,2,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,2,1,1,2,2,1,1,2,4,1,1,1,20191008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,1,3,5,1,2,6,2,2,1,2,5,1,1,3,1,3,1,1,1,1,1,5,1,1,28,38,75,21.59,47,1011,47.00248572,77.03193564,0
441,3,5,93,1,N,N,F,67, ,1,5,7,5,4,1,3,6,3,2,3,3,1,4,4,1,5,5,5,5,5,5,5,1,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,4,2,1,1,4,70,5,4,7,6,2,3,2,2,1,1,2,2,3,2,9,1,2,2,21.28333333,72315,16440,16440,501,Arkansas,1,2,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,2.2, , ,1.4, ,3,3,3,2,1,2,4,2,1,2,2,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,4,2,2,20191008,4,4,4,4,4,4,4,4,5,6,6,6,4,5,3,5,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.704390793,0,1,1,3,5,1,2,6,3,4,4,2,1,4,4,2,2,7,3,2,3,2,4,5,5,1,21,42,12,29.88,53,1011,52.99751428,1.537461075,0
393,3,5,125,2,Y,Y, ,37, ,1,5,7,5,4,2,5,2,2,2,2,5,2,4,4,2,5,5,5,5,5,5,5,1,2,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,4,4,2,2,2,3,3,3,2,4,4,1,70,6,5,7,7,2,3,2,2,3,2,1,2,2,1,6,1,1,1,18.05,72015,16440,16440,502,Arkansas,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,3,1,1,1,1,3,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,3,3,1,4,3,3,3,3,2,2,2,1,2,1,3,3,2,20191008,5,5,3,3,4,3,3,4,4,6,5,5,4,4,3,5,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.113839484,0,1,1,3,5,1,2,6,2,2,2,2,1,1,3,3,1,4,3,2,4, , ,1,5,2,28,42,75,23.77,53,1011,52.99751428,45.54427007,0
101,3,5,7,3,N,Y,M,45, ,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,4,1,1,1,1,1,1,1,3,2,1,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,4,90,4,1,3,2,1,3,2,2,7,2,1,2,2,10,1,4,2,2,17.88333333,72758,16440,16440,503,Arkansas,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,7,1,1,1,20191006,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.924461875,0,1,3,3,5,1,2,1,2,2,1,2,5,3,2,1,1,3,3,2,2, , ,1,1,4,31,38,75,22.48,47,1011,47.00248572,63.87108902,0
443,3,5,15,3,N,N,F,64, ,1,1,1,1,1,4,6,6,4,4,4,4,4,2,1,4,1,1,1,1,1,1,1,3,2,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,2,1,1,3,1,1,1,2,2,1,2,3,80,3,1,1,2,1,3,2,2,1,1,1,2,4,2,9,1,2,2,18.75,72616,16440,16440,503,Arkansas,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,1,1,1,1,2,4,4,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,4,2,2,20191008,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,1,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,1,3,5,1,2,6,3,2,2,1,5,3,4,1,1,4,3,2,3,1,1,5,1,1,31,38,75,22.34,53,1011,52.99751428,64.99821526,0
